Skill,Freq,Trend_Slope,Recency_Weight,Upcoming_Flag,Is_Taught_MSRIT,Taught_Institute_Count,Institutional_Gap_Score,Company_Spread,Company_Spread_Norm,Velocity,Volatility,Semantic_Centrality,Semantic_Gap_Distance,NLP_Rarity_Score,Skill_Cluster,Cluster_0,Cluster_1,Cluster_2,Cluster_3,Cluster_4,Cluster_5,Cluster_6,Cluster_7,Skill_Domain,Domain_AI/ML,Domain_Cloud,Domain_Data,Domain_DevOps,Domain_Other,Domain_Security,Domain_Systems/Infra,Domain_Web/Mobile,Demand_Score,Label_MSRIT,Recommendation_Prob_MSRIT,Trajectory
model monitoring,1,0.0,0.5,1,0,0,1.0,1,0.1,0.0,0.447213595499958,0.4949,0.5573,0.00745,6,False,False,False,False,False,False,True,False,DevOps,False,False,False,True,False,False,False,False,0.37,0,0.0,Upcoming
multi-cloud,11,-3.0,0.8409090909090909,1,1,1,0.8,7,0.7,-3.0,3.1937438845342627,0.5413,0.4495,0.00744,0,True,False,False,False,False,False,False,False,Cloud,False,True,False,False,False,False,False,False,2.0082,0,0.17665384479983104,Upcoming
multi-cloud strategy,1,0.0,0.75,1,0,0,1.0,1,0.1,0.0,0.447213595499958,0.4555,0.5556,0.0096,0,True,False,False,False,False,False,False,False,Cloud,False,True,False,False,False,False,False,False,0.42,0,0.0035294117647058833,Upcoming
multithreading,1,0.0,0.0,0,0,0,1.0,1,0.1,0.0,0.447213595499958,0.4049,0.6294,0.00431,0,True,False,False,False,False,False,False,False,Other,False,False,False,False,True,False,False,False,0.27,0,0.0,Traditional
networking,8,0.0,0.0,0,0,0,1.0,8,0.8,0.0,3.5777087639996643,0.5297,0.473,0.00431,1,False,True,False,False,False,False,False,False,Systems/Infra,False,False,False,False,False,False,True,False,2.16,1,0.35741718406591283,Transitional
next.js,10,0.5000000000000001,0.725,1,0,0,1.0,7,0.7,0.0,3.391164991562634,0.3512,0.7059,0.00746,4,False,False,False,False,True,False,False,False,Other,False,False,False,False,True,False,False,False,2.885,1,0.41058220873916473,Upcoming
node.js,12,0.0,0.25,0,0,2,0.6,10,1.0,0.0,5.366563145999495,0.442,0.5901,0.00746,4,False,False,False,False,True,False,False,False,Web/Mobile,False,False,False,False,False,False,False,True,3.25,1,0.32351642537568914,Transitional
oauth2,1,0.0,0.25,0,0,0,1.0,1,0.1,0.0,0.447213595499958,0.3121,0.7091,0.00431,3,False,False,False,True,False,False,False,False,Other,False,False,False,False,True,False,False,False,0.32,0,0.0,Traditional
observability,1,0.0,1.0,1,0,0,1.0,1,0.1,0.0,0.447213595499958,0.2673,0.7625,0.00431,2,False,False,True,False,False,False,False,False,DevOps,False,False,False,True,False,False,False,False,0.47,0,0.0,Upcoming
power bi,14,-2.0,0.3571428571428571,0,0,0,1.0,9,0.9,-2.0,3.898717737923585,0.3488,0.687,0.00747,7,False,False,False,False,False,False,False,True,Other,False,False,False,False,True,False,False,False,3.0514,1,0.7299003469294747,Transitional
prompt engineering,1,0.0,0.75,1,1,1,0.8,1,0.1,0.0,0.447213595499958,0.441,0.5626,0.00746,2,False,False,True,False,False,False,False,False,Other,False,False,False,False,True,False,False,False,0.42,0,0.0,Upcoming
python,36,-2.5,0.3263888888888889,0,1,4,0.2,10,1.0,-2.25,4.54972526643093,0.4859,0.4821,0.00431,1,False,True,False,False,False,False,False,False,Other,False,False,False,False,True,False,False,False,8.4278,0,0.43407336174163746,Traditional
react,24,-3.3999999999999995,0.4479166666666667,0,0,2,0.6,10,1.0,-3.333333333333333,4.658325879540846,0.2805,0.7783,0.00431,4,False,False,False,False,True,False,False,False,Web/Mobile,False,False,False,False,False,False,False,True,5.1096,1,0.18563150954994156,Traditional
react query,1,0.0,0.25,0,0,0,1.0,1,0.1,0.0,0.447213595499958,0.1509,0.9127,0.00746,4,False,False,False,False,True,False,False,False,Web/Mobile,False,False,False,False,False,False,False,True,0.32,0,0.0,Transitional
redis caching,1,0.0,0.0,0,0,0,1.0,1,0.1,0.0,0.447213595499958,0.2607,0.7964,0.00747,0,True,False,False,False,False,False,False,False,Other,False,False,False,False,True,False,False,False,0.27,0,0.0,Transitional
rest apis,12,-0.2285714285714287,0.3958333333333333,0,0,1,0.8,9,0.9,0.0,2.4083189157584592,0.3951,0.6348,0.00746,3,False,False,False,True,False,False,False,False,Other,False,False,False,False,True,False,False,False,3.2135,1,0.6005906678193534,Transitional
retrieval augmented generation (rag),1,0.0,1.0,1,0,0,1.0,1,0.1,0.0,0.447213595499958,0.253,0.783,0.0114,1,False,True,False,False,False,False,False,False,Other,False,False,False,False,True,False,False,False,0.47,0,0.0,Upcoming
scikit-learn,6,0.0,0.0,0,0,0,1.0,6,0.6,0.0,2.683281572999748,0.3999,0.6208,0.00747,1,False,True,False,False,False,False,False,False,Other,False,False,False,False,True,False,False,False,1.62,0,0.06487323350796462,Transitional
security auditing,1,0.0,0.25,0,0,0,1.0,1,0.1,0.0,0.447213595499958,0.3453,0.7128,0.00746,2,False,False,True,False,False,False,False,False,Security,False,False,False,False,False,True,False,False,0.32,0,0.0035294117647058833,Traditional
server components,1,0.0,0.75,1,0,0,1.0,1,0.1,0.0,0.447213595499958,0.458,0.5784,0.00747,0,True,False,False,False,False,False,False,False,Other,False,False,False,False,True,False,False,False,0.42,0,0.0,Upcoming
service mesh (istio),1,0.0,0.75,1,0,0,1.0,1,0.1,0.0,0.447213595499958,0.3091,0.7331,0.00964,3,False,False,False,True,False,False,False,False,Other,False,False,False,False,True,False,False,False,0.42,0,0.0,Upcoming
shap,1,0.0,0.5,1,0,0,1.0,1,0.1,0.0,0.447213595499958,0.3947,0.6034,0.00431,1,False,True,False,False,False,False,False,False,Other,False,False,False,False,True,False,False,False,0.37,0,0.0,Upcoming
shell scripting,3,0.0,0.0,0,0,0,1.0,3,0.3,0.0,1.3416407864998738,0.3719,0.6463,0.00747,2,False,False,True,False,False,False,False,False,Other,False,False,False,False,True,False,False,False,0.81,0,0.0,Transitional
siem tools,1,0.0,0.25,1,0,0,1.0,1,0.1,0.0,0.447213595499958,0.4491,0.6059,0.00747,2,False,False,True,False,False,False,False,False,Security,False,False,False,False,False,True,False,False,0.32,0,0.0044078947368421054,Upcoming
spring boot,6,0.0,0.0,0,0,0,1.0,6,0.6,0.0,2.683281572999748,0.3122,0.6912,0.00747,6,False,False,False,False,False,False,True,False,Other,False,False,False,False,True,False,False,False,1.62,0,0.05426348882770306,Transitional
sql,42,-2.0,0.119047619047619,0,1,5,0.0,10,1.0,-2.0,11.523888232710346,0.4561,0.5041,0.00431,5,False,False,False,False,False,True,False,False,Data,False,False,True,False,False,False,False,False,10.0238,0,0.253408757080152,Transitional
sql optimization,1,0.0,0.0,0,0,3,0.4,1,0.1,0.0,0.447213595499958,0.421,0.585,0.00744,5,False,False,False,False,False,True,False,False,Data,False,False,True,False,False,False,False,False,0.27,0,0.012408982195057134,Traditional
sql window functions,1,0.0,0.0,0,0,0,1.0,1,0.1,0.0,0.447213595499958,0.2109,0.769,0.00961,5,False,False,False,False,False,True,False,False,Data,False,False,True,False,False,False,False,False,0.27,0,0.0,Traditional
sre practices,1,0.0,1.0,1,0,0,1.0,1,0.1,0.0,0.447213595499958,0.3202,0.7282,0.00747,6,False,False,False,False,False,False,True,False,Other,False,False,False,False,True,False,False,False,0.47,0,0.0,Upcoming
statistics,4,0.0,0.0,0,1,3,0.4,4,0.4,0.0,1.7888543819998322,0.4003,0.5443,0.00431,1,False,True,False,False,False,False,False,False,Data,False,False,True,False,False,False,False,False,1.08,0,0.02017007706617061,Transitional
system design,19,0.2000000000000001,0.5263157894736842,0,0,4,0.2,9,0.9,0.25,2.16794833886788,0.5252,0.4998,0.00747,2,False,False,True,False,False,False,False,False,Other,False,False,False,False,True,False,False,False,5.1128,1,0.20264535414207452,Traditional
tableau,6,0.0,0.0,0,0,0,1.0,6,0.6,0.0,2.683281572999748,0.366,0.6493,0.00431,1,False,True,False,False,False,False,False,False,Data,False,False,True,False,False,False,False,False,1.62,0,0.06175677192075679,Transitional
tensorflow,22,7.999999999999998,0.4204545454545454,0,0,0,1.0,10,1.0,8.0,6.655824516917495,0.4666,0.5627,0.00431,1,False,True,False,False,False,False,False,False,AI/ML,True,False,False,False,False,False,False,False,8.5841,1,0.5631091869899741,Transitional
terraform,17,-0.2999999999999998,0.6029411764705882,1,0,0,1.0,9,0.9,-0.3333333333333333,2.6076809620810595,0.4734,0.5597,0.00431,0,True,False,False,False,False,False,False,False,Cloud,False,True,False,False,False,False,False,False,4.4406,1,0.6746453611201239,Traditional
threat intelligence,1,0.0,1.0,0,0,0,1.0,1,0.1,0.0,0.447213595499958,0.4262,0.5963,0.00747,1,False,True,False,False,False,False,False,False,Other,False,False,False,False,True,False,False,False,0.47,0,0.0,Transitional
time series forecasting,1,0.0,0.5,0,0,0,1.0,1,0.1,0.0,0.447213595499958,0.3393,0.7034,0.00964,1,False,True,False,False,False,False,False,False,Other,False,False,False,False,True,False,False,False,0.37,0,0.0024100719424460433,Transitional
typescript,9,-0.9999999999999998,0.6111111111111112,0,0,0,1.0,7,0.7,-1.0,2.489979919597747,0.2281,0.8186,0.00431,4,False,False,False,False,True,False,False,False,Web/Mobile,False,False,False,False,False,False,False,True,2.1622,1,0.6793331727204796,Transitional
vector embeddings,1,0.0,0.75,1,0,0,1.0,1,0.1,0.0,0.447213595499958,0.2662,0.7479,0.00747,1,False,True,False,False,False,False,False,False,Other,False,False,False,False,True,False,False,False,0.42,0,0.0,Upcoming
vpc configuration,1,0.0,0.0,0,0,0,1.0,1,0.1,0.0,0.447213595499958,0.23,0.8384,0.00747,7,False,False,False,False,False,False,False,True,Other,False,False,False,False,True,False,False,False,0.27,0,0.0,Transitional
vulnerability scanning,1,0.0,0.25,0,0,0,1.0,1,0.1,0.0,0.447213595499958,0.4219,0.6307,0.00747,2,False,False,True,False,False,False,False,False,Security,False,False,False,False,False,True,False,False,0.32,0,0.0044078947368421054,Transitional
web performance optimization,1,0.0,0.75,0,0,0,1.0,1,0.1,0.0,0.447213595499958,0.4768,0.5821,0.00962,1,False,True,False,False,False,False,False,False,Other,False,False,False,False,True,False,False,False,0.42,0,0.0035294117647058833,Transitional
zero trust architecture,1,0.0,1.0,1,0,1,0.8,1,0.1,0.0,0.447213595499958,0.4145,0.6449,0.00962,0,True,False,False,False,False,False,False,False,Security,False,False,False,False,False,True,False,False,0.47,0,0.0,Upcoming
