Institute,Semester,Course,Skill
BIT,5,Computer Networks,tcp / ip
BIT,5,Computer Networks,http
BIT,5,Computer Networks,rout
BIT,5,Computer Networks,socket programming
BIT,5,Computer Networks,wireless network
BIT,5,Software Engineering,system design
BIT,5,Software Engineering,sdlc
BIT,5,Software Engineering,requirement analysis
BIT,5,Software Engineering,design pattern
BIT,5,Software Engineering,software testing
BIT,5,Web Technologies,html
BIT,5,Web Technologies,javascript
BIT,5,Web Technologies,react
BIT,5,Web Technologies,node.js
BIT,6,Artificial Intelligence,machine learning
BIT,6,Artificial Intelligence,deep learning
BIT,6,Artificial Intelligence,model evaluation
BIT,6,Artificial Intelligence,computer vision
BIT,6,Cloud Computing,cloud architecture
BIT,6,Cloud Computing,aw
BIT,6,Cloud Computing,virtualization
BIT,6,Cloud Computing,devop
BIT,6,Distributed Systems,distributed systems
BIT,6,Distributed Systems,microservices
BIT,6,Distributed Systems,scalability
BIT,7,Information Security,cryptography
BIT,7,Information Security,network security
BIT,7,Information Security,access control
BIT,7,Information Security,penetration testing
BIT,7,Data Engineering,datum pipeline
BIT,7,Data Engineering,etl process
BIT,7,Data Engineering,datum warehouse
BIT,7,Data Engineering,mlops
BIT,7,Data Engineering,big datum
PESIT,3,Data Structures,array
PESIT,3,Data Structures,link list
PESIT,3,Data Structures,stack
PESIT,3,Data Structures,queue
PESIT,3,Data Structures,tree
PESIT,3,Data Structures,graph
PESIT,3,Data Structures,sort algorithm
PESIT,3,Data Structures,search algorithm
PESIT,3,Data Structures,time complexity
PESIT,3,Data Structures,space complexity
PESIT,3,Programming Fundamentals,c programming
PESIT,3,Programming Fundamentals,java
PESIT,3,Programming Fundamentals,python
PESIT,3,Programming Fundamentals,object orient programming
PESIT,4,Design and Analysis of Algorithms,divide and conquer
PESIT,4,Design and Analysis of Algorithms,greedy algorithm
PESIT,4,Design and Analysis of Algorithms,dynamic programming
PESIT,4,Design and Analysis of Algorithms,backtrack
PESIT,4,Design and Analysis of Algorithms,graph algorithm
PESIT,4,Design and Analysis of Algorithms,np completeness
PESIT,4,Database Management Systems,sql
PESIT,4,Database Management Systems,advanced sql
PESIT,4,Database Management Systems,normalization
PESIT,4,Database Management Systems,indexing
PESIT,4,Database Management Systems,transaction
PESIT,4,Database Management Systems,sql optimization
PESIT,4,Database Management Systems,nosql
PESIT,4,Operating Systems,process management
PESIT,4,Operating Systems,thread
PESIT,4,Operating Systems,concurrency
PESIT,4,Operating Systems,cpu scheduling
PESIT,4,Operating Systems,memory management
PESIT,4,Operating Systems,deadlock handling
PESIT,5,Computer Networks,tcp / ip
PESIT,5,Computer Networks,http
PESIT,5,Computer Networks,rout
PESIT,5,Computer Networks,socket programming
PESIT,5,Computer Networks,network security
PESIT,5,Computer Networks,protocol
PESIT,5,Software Engineering,system design
PESIT,5,Software Engineering,sdlc
PESIT,5,Software Engineering,design pattern
PESIT,5,Software Engineering,software testing
PESIT,5,Software Engineering,agile methodology
PESIT,5,Software Engineering,devops practice
PESIT,5,Web Technologies,html
PESIT,5,Web Technologies,javascript
PESIT,5,Web Technologies,react
PESIT,5,Web Technologies,rest apis
PESIT,6,Artificial Intelligence,machine learning
PESIT,6,Artificial Intelligence,deep learning
PESIT,6,Artificial Intelligence,natural language processing
PESIT,6,Artificial Intelligence,reinforcement learning
PESIT,6,Cloud Computing,cloud architecture
PESIT,6,Cloud Computing,aw
PESIT,6,Cloud Computing,azure
PESIT,6,Cloud Computing,gcp
PESIT,6,Cloud Computing,kubernetes
PESIT,6,Distributed Systems,microservices
PESIT,6,Distributed Systems,consistency model
PESIT,6,Distributed Systems,scalability
PESIT,7,Information Security,cryptography
PESIT,7,Information Security,access control
PESIT,7,Information Security,cloud security
PESIT,7,Information Security,ethical hacking
PESIT,7,Information Security,zero trust architecture
PESIT,7,Data Science,statistics
PESIT,7,Data Science,data visualization
PESIT,7,Data Science,feature engineering
PESIT,7,Data Science,model deployment
PESIT,7,Data Engineering,datum pipeline
PESIT,7,Data Engineering,mlops
PESIT,7,Data Engineering,big datum
DSCE,3,Data Structures,array
DSCE,3,Data Structures,link list
DSCE,3,Data Structures,stack
DSCE,3,Data Structures,queue
DSCE,3,Data Structures,tree
DSCE,3,Data Structures,graph
DSCE,3,Data Structures,sort algorithm
DSCE,3,Data Structures,search algorithm
DSCE,3,Data Structures,hash
DSCE,3,Programming Fundamentals,c programming
DSCE,3,Programming Fundamentals,java
DSCE,3,Programming Fundamentals,python
DSCE,3,Programming Fundamentals,object orient programming
DSCE,4,Design and Analysis of Algorithms,divide and conquer
DSCE,4,Design and Analysis of Algorithms,greedy algorithm
DSCE,4,Design and Analysis of Algorithms,dynamic programming
DSCE,4,Design and Analysis of Algorithms,backtrack
DSCE,4,Design and Analysis of Algorithms,complexity analysis
DSCE,4,Database Management Systems,sql
DSCE,4,Database Management Systems,normalization
DSCE,4,Database Management Systems,indexing
DSCE,4,Database Management Systems,transaction
DSCE,4,Database Management Systems,sql optimization
DSCE,4,Database Management Systems,pl / sql
DSCE,4,Operating Systems,process management
DSCE,4,Operating Systems,thread
DSCE,4,Operating Systems,cpu scheduling
DSCE,4,Operating Systems,memory management
DSCE,4,Operating Systems,deadlock handling
DSCE,4,Operating Systems,system call
DSCE,5,Computer Networks,tcp / ip
DSCE,5,Computer Networks,http
DSCE,5,Computer Networks,rout
DSCE,5,Computer Networks,socket programming
DSCE,5,Computer Networks,network security
DSCE,5,Software Engineering,system design
DSCE,5,Software Engineering,sdlc
DSCE,5,Software Engineering,requirement analysis
DSCE,5,Software Engineering,design pattern
DSCE,5,Software Engineering,software testing
DSCE,5,Web Technologies,html
DSCE,5,Web Technologies,javascript
DSCE,5,Web Technologies,angular
DSCE,5,Web Technologies,node.js
DSCE,6,Artificial Intelligence,machine learning
DSCE,6,Artificial Intelligence,deep learning
DSCE,6,Artificial Intelligence,model evaluation
DSCE,6,Artificial Intelligence,computer vision
DSCE,6,Cloud Computing,cloud architecture
DSCE,6,Cloud Computing,aw
DSCE,6,Cloud Computing,virtualization
DSCE,6,Cloud Computing,containerization
DSCE,6,Distributed Systems,distributed systems
DSCE,6,Distributed Systems,microservices
DSCE,6,Distributed Systems,scalability
DSCE,7,Information Security,cryptography
DSCE,7,Information Security,network security
DSCE,7,Information Security,access control
DSCE,7,Information Security,cloud security
DSCE,7,Data Engineering,datum pipeline
DSCE,7,Data Engineering,etl process
DSCE,7,Data Engineering,big datum
DSCE,7,Data Engineering,mlops
DSCE,7,Data Science,statistics
DSCE,7,Data Science,data visualization
DSCE,7,Data Science,feature engineering
MSRIT,3,Digital Design and Computer Organization,verilog
MSRIT,3,Digital Design and Computer Organization,hdl
MSRIT,3,Digital Design and Computer Organization,sequential logic
MSRIT,3,Digital Design and Computer Organization,combinational logic
MSRIT,3,Digital Design and Computer Organization,flip - flop
MSRIT,3,Digital Design and Computer Organization,adder - subtractor
MSRIT,3,Digital Design and Computer Organization,decoder - encoder
MSRIT,3,Digital Design and Computer Organization,multiplexer - demultiplexer
MSRIT,3,Digital Design and Computer Organization,alu - design
MSRIT,3,Digital Design and Computer Organization,instruction - execution
MSRIT,3,Digital Design and Computer Organization,memory - operation
MSRIT,3,Digital Design and Computer Organization,pipeline
MSRIT,3,Digital Design and Computer Organization,cache - memories
MSRIT,3,Digital Design and Computer Organization,bus - structure
MSRIT,3,Digital Design and Computer Organization,machine - instruction
MSRIT,3,Digital Design and Computer Organization,memory - location
MSRIT,3,Digital Design and Computer Organization,interrupt
MSRIT,3,Digital Design and Computer Organization,direct - memory - access
MSRIT,3,Digital Design and Computer Organization,register - transfer
MSRIT,3,Digital Design and Computer Organization,alu - operation
MSRIT,3,Digital Design and Computer Organization,fetch - store - memory
MSRIT,3,Digital Design and Computer Organization,pipeline - performance
MSRIT,3,Data Structures,data structures
MSRIT,3,Data Structures,array
MSRIT,3,Data Structures,dynamic memory allocation
MSRIT,3,Data Structures,pointer
MSRIT,3,Data Structures,stack
MSRIT,3,Data Structures,recursion
MSRIT,3,Data Structures,queue
MSRIT,3,Data Structures,link list
MSRIT,3,Data Structures,tree
MSRIT,3,Data Structures,graph
MSRIT,3,Data Structures,hash
MSRIT,3,Data Structures,hash algorithm
MSRIT,3,Data Structures,multiway search tree
MSRIT,3,Data Structures,b - tree
MSRIT,3,Data Structures,b+ tree
MSRIT,3,Operating System,process management
MSRIT,3,Operating System,memory management
MSRIT,3,Operating System,storage management
MSRIT,3,Operating System,synchronization
MSRIT,3,Operating System,deadlock handling
MSRIT,3,Operating System,semaphore
MSRIT,3,Operating System,page
MSRIT,3,Operating System,file system management
MSRIT,3,Operating System,disk scheduling
MSRIT,3,Operating System,access control
MSRIT,3,Operating System,linux architecture
MSRIT,3,Operating System,process management in linux
MSRIT,3,Operating System,synchronization in linux
MSRIT,3,Operating System,memory management in linux
MSRIT,3,Operating System,file system structure in linux
MSRIT,3,Operating System,storage management in linux
MSRIT,3,Operating System,security and protection in linux
MSRIT,3,Operating System,user management in linux
MSRIT,3,Operating System,access control in linux
MSRIT,3,Discrete Mathematical Structures,set theory
MSRIT,3,Discrete Mathematical Structures,logical reasoning
MSRIT,3,Discrete Mathematical Structures,relation operation
MSRIT,3,Discrete Mathematical Structures,graph theory
MSRIT,3,Discrete Mathematical Structures,group property
MSRIT,3,Data Structures Lab,dynamic memory allocation
MSRIT,3,Data Structures Lab,stack implementation
MSRIT,3,Data Structures Lab,queue datum structure
MSRIT,3,Data Structures Lab,memory management
MSRIT,3,Data Structures,link list implementation
MSRIT,3,Data Structures,binary search tree
MSRIT,3,Data Structures,preorder traversal
MSRIT,3,Unix System Programming,shell programming
MSRIT,3,Unix System Programming,file system operation
MSRIT,3,Unix System Programming,file permission management
MSRIT,3,Unix System Programming,string manipulation
MSRIT,3,Unix System Programming,command line argument handle
MSRIT,3,Unix System Programming,number manipulation
MSRIT,3,Unix System Programming,fibonacci sequence generation
MSRIT,3,Unix System Programming,linear search algorithm
MSRIT,3,Unix System Programming,unix system programming use c++
MSRIT,3,Unix System Programming,unix concept and application
MSRIT,3,Unix System Programming,unix system programming use c
MSRIT,3,Unix System Programming,unix shell programming
MSRIT,3,Numerical Analysis with Python,numpy
MSRIT,3,Numerical Analysis with Python,matplotlib
MSRIT,3,Numerical Analysis with Python,panda
MSRIT,4,MICROCONTROLLERS,arm embed system
MSRIT,4,MICROCONTROLLERS,risc design philosophy
MSRIT,4,MICROCONTROLLERS,arm design philosophy
MSRIT,4,MICROCONTROLLERS,introduction to embed system
MSRIT,4,MICROCONTROLLERS,design of embed system
MSRIT,4,MICROCONTROLLERS,application
MSRIT,4,MICROCONTROLLERS,embed processor
MSRIT,4,MICROCONTROLLERS,operating system
MSRIT,4,MICROCONTROLLERS,connectivity
MSRIT,4,MICROCONTROLLERS,internal component of system - on - chip
MSRIT,4,MICROCONTROLLERS,general microprocessor unit
MSRIT,4,MICROCONTROLLERS,mcu pin diagram
MSRIT,4,MICROCONTROLLERS,timer and counter
MSRIT,4,MICROCONTROLLERS,pulse width modulator
MSRIT,4,MICROCONTROLLERS,serial communication
MSRIT,4,MICROCONTROLLERS,direct memory access
MSRIT,4,MICROCONTROLLERS,semiconductor memory
MSRIT,4,MICROCONTROLLERS,design low power system
MSRIT,4,MICROCONTROLLERS,bus architecture
MSRIT,4,MICROCONTROLLERS,embed system – the software
MSRIT,4,MICROCONTROLLERS,endian - ness
MSRIT,4,MICROCONTROLLERS,data alignment and memory bank
MSRIT,4,MICROCONTROLLERS,peripheral i / o and memory map i / o
MSRIT,4,MICROCONTROLLERS,load store architecture
MSRIT,4,MICROCONTROLLERS,stack
MSRIT,4,MICROCONTROLLERS,flag
MSRIT,4,MICROCONTROLLERS,the architecture of arm 7
MSRIT,4,MICROCONTROLLERS,arm 7 architecture
MSRIT,4,MICROCONTROLLERS,interrupt and exception
MSRIT,4,MICROCONTROLLERS,arm7 pipeline
MSRIT,4,MICROCONTROLLERS,advanced feature
MSRIT,4,MICROCONTROLLERS,assembly programming of arm7
MSRIT,4,MICROCONTROLLERS,embed program development
MSRIT,4,MICROCONTROLLERS,arm7 instruction set
MSRIT,4,MICROCONTROLLERS,assembly language programming
MSRIT,4,MICROCONTROLLERS,access memory
MSRIT,4,MICROCONTROLLERS,programming of arm7 use c
MSRIT,4,MICROCONTROLLERS,arm7 soc
MSRIT,4,MICROCONTROLLERS,architecture of arm cortex - m
MSRIT,4,MICROCONTROLLERS,cortex - m processor
MSRIT,4,MICROCONTROLLERS,cortex - m0
MSRIT,4,MICROCONTROLLERS,mode and state
MSRIT,4,MICROCONTROLLERS,programming model
MSRIT,4,MICROCONTROLLERS,memory model
MSRIT,4,MICROCONTROLLERS,nest vetor interrupt controller
MSRIT,4,MICROCONTROLLERS,power management use sleep mode
MSRIT,4,Design and Analysis of Algorithms,divide - and - conquer
MSRIT,4,Design and Analysis of Algorithms,probabilistic analysis
MSRIT,4,Design and Analysis of Algorithms,randomize algorithm
MSRIT,4,Design and Analysis of Algorithms,recurrence
MSRIT,4,Design and Analysis of Algorithms,recursion - tree method
MSRIT,4,Design and Analysis of Algorithms,master method
MSRIT,4,Design and Analysis of Algorithms,heapsort
MSRIT,4,Design and Analysis of Algorithms,priority queue
MSRIT,4,Design and Analysis of Algorithms,quicksort
MSRIT,4,Design and Analysis of Algorithms,count sort
MSRIT,4,Design and Analysis of Algorithms,radix sort
MSRIT,4,Design and Analysis of Algorithms,bucket sort
MSRIT,4,Design and Analysis of Algorithms,hash table
MSRIT,4,Design and Analysis of Algorithms,binary search tree
MSRIT,4,Design and Analysis of Algorithms,red - black tree
MSRIT,4,Design and Analysis of Algorithms,amortize analysis
MSRIT,4,Design and Analysis of Algorithms,dynamic programming
MSRIT,4,Design and Analysis of Algorithms,greedy algorithm
MSRIT,4,Design and Analysis of Algorithms,graph traversal
MSRIT,4,Design and Analysis of Algorithms,short path
MSRIT,4,Design and Analysis of Algorithms,maximum flow
MSRIT,4,Design and Analysis of Algorithms,computational complexity
MSRIT,4,Design and Analysis of Algorithms,approximation algorithm
MSRIT,4,Design and Analysis of Algorithms,backtrack algorithm
MSRIT,4,Design and Analysis of Algorithms,sort algorithm
MSRIT,4,Design and Analysis of Algorithms,graph algorithm
MSRIT,4,DATABASE MANAGEMENT SYSTEMS,data model
MSRIT,4,DATABASE MANAGEMENT SYSTEMS,schemas and instance
MSRIT,4,DATABASE MANAGEMENT SYSTEMS,entity relationship model
MSRIT,4,DATABASE MANAGEMENT SYSTEMS,relational model
MSRIT,4,DATABASE MANAGEMENT SYSTEMS,relational algebra
MSRIT,4,DATABASE MANAGEMENT SYSTEMS,sql datum definition
MSRIT,4,DATABASE MANAGEMENT SYSTEMS,sql datum type
MSRIT,4,DATABASE MANAGEMENT SYSTEMS,database design
MSRIT,4,DATABASE MANAGEMENT SYSTEMS,functional dependency
MSRIT,4,DATABASE MANAGEMENT SYSTEMS,normal form
MSRIT,4,DATABASE MANAGEMENT SYSTEMS,transaction processing
MSRIT,4,DATABASE MANAGEMENT SYSTEMS,two - phase locking technique
MSRIT,4,Advanced Java,java
MSRIT,4,Advanced Java,inheritance
MSRIT,4,Advanced Java,exception handling
MSRIT,4,Advanced Java,lambda expression
MSRIT,4,Advanced Java,multithreaded programming
MSRIT,4,Advanced Java,generic
MSRIT,4,Advanced Java,swing
MSRIT,4,Advanced Java,jdbc
MSRIT,4,Advanced Java,servlet
MSRIT,4,Advanced Java,jsp
MSRIT,4,Database Systems,sql
MSRIT,4,Database Systems,mongodb
MSRIT,4,Database Systems,sql query
MSRIT,4,Database Systems,datum definition language utility
MSRIT,4,Database Systems,plsql
MSRIT,4,Database Systems,database schema
MSRIT,4,Database Systems,datum update problem
MSRIT,4,Database Systems,query problem
MSRIT,4,Database Systems,programmatic component
MSRIT,4,Advanced Java Lab,java
MSRIT,4,Advanced Java Lab,queue implementation
MSRIT,4,Advanced Java Lab,custom exception
MSRIT,4,Advanced Java Lab,string operation
MSRIT,4,Advanced Java Lab,inheritance
MSRIT,4,Advanced Java Lab,polymorphism
MSRIT,4,Advanced Java Lab,encapsulation
MSRIT,3,Data Structures,collection
MSRIT,3,Data Structures,sort
MSRIT,4,Data Structures,stack
MSRIT,4,Data Structures,queue
MSRIT,4,Data Structures,push pop clear isempty display method
MSRIT,4,Database Systems,jdbc
MSRIT,4,Database Systems,mysql database
MSRIT,4,Database Systems,database design
MSRIT,4,Java Programming,java
MSRIT,4,Java Programming,swing
MSRIT,4,Java Programming,validation
MSRIT,4,Java Programming,dialog box
MSRIT,4,Java Programming,gui component
MSRIT,4,Java Programming,jdbctemplate
MSRIT,4,Web Development,jsp
MSRIT,4,Web Development,html
MSRIT,4,Web Development,css
MSRIT,4,Web Development,data visualization
MSRIT,6,Devops,ci / cd
MSRIT,6,Devops,ci / cd pipeline
MSRIT,6,Devops,circuit breaker pattern
MSRIT,6,Devops,disaster recovery planning
MSRIT,6,Devops,docker
MSRIT,6,Devops,event - drive architecture
MSRIT,6,Devops,excel
MSRIT,6,Devops,feature engineering
MSRIT,6,Devops,feature stores
MSRIT,6,Devops,github actions
MSRIT,6,Devops,gitops
MSRIT,6,Devops,golang
MSRIT,4,Data Analytics with Python,data visualization
MSRIT,4,Data Analytics with Python,deep learning
MSRIT,4,Data Analytics with Python,generative ai
MSRIT,4,Data Analytics with Python,llm
MSRIT,4,Data Analytics with Python,llm fine - tune
MSRIT,4,Data Analytics with Python,machine learning
MSRIT,4,Data Analytics with Python,python
MSRIT,5,Software Management,agile planning
MSRIT,5,Software Management,quality management
MSRIT,5,Software Management,project scheduling
MSRIT,5,Software Management,software pricing
MSRIT,5,Software Management,software quality
MSRIT,5,Software Management,teamwork
MSRIT,5,Software Management,risk management
MSRIT,5,Software Management,plan - drive development
MSRIT,5,Software Management,project planning
MSRIT,5,Software Management,manage people
MSRIT,5,Software Engineering,software engineering
MSRIT,5,Software Engineering,software development process
MSRIT,5,Software Engineering,software architectural design
MSRIT,5,Software Engineering,software testing
MSRIT,5,Software Engineering,software project management
MSRIT,5,Software Engineering,software evolution process
MSRIT,5,Software Engineering,software project management issue
MSRIT,5,Software Engineering,process improvement
MSRIT,5,Artificial Intelligence,problem - solve
MSRIT,5,Artificial Intelligence,intelligent agent
MSRIT,5,Artificial Intelligence,rationality
MSRIT,5,Artificial Intelligence,agent and environment
MSRIT,5,Artificial Intelligence,search algorithm
MSRIT,5,Artificial Intelligence,uninformed search strategy
MSRIT,5,Artificial Intelligence,inform search strategy
MSRIT,5,Artificial Intelligence,greedy well - first search
MSRIT,5,Artificial Intelligence,a * search
MSRIT,5,Artificial Intelligence,heuristic function
MSRIT,5,Artificial Intelligence,adversarial search
MSRIT,5,Artificial Intelligence,optimal decision in game
MSRIT,5,Artificial Intelligence,heuristic alpha - beta tree search
MSRIT,5,Artificial Intelligence,logical agent
MSRIT,5,Artificial Intelligence,knowledge base agent
MSRIT,5,Artificial Intelligence,first - order logic
MSRIT,5,Artificial Intelligence,representation revisit
MSRIT,5,Artificial Intelligence,syntax and semantic of first - order logic
MSRIT,5,Artificial Intelligence,inference in first - order logic
MSRIT,5,Artificial Intelligence,propositional versus first - order inference
MSRIT,5,Artificial Intelligence,unification
MSRIT,5,Artificial Intelligence,forward chain
MSRIT,5,Artificial Intelligence,backward chain
MSRIT,5,Artificial Intelligence,resolution
MSRIT,5,Computer Networks,network
MSRIT,5,Computer Networks,tcp / ip
MSRIT,5,Computer Networks,osi model
MSRIT,5,Computer Networks,datum link layer
MSRIT,5,Computer Networks,arp
MSRIT,5,Computer Networks,crc
MSRIT,5,Computer Networks,checksum
MSRIT,5,Computer Networks,ip address
MSRIT,5,Computer Networks,ipv4
MSRIT,5,Computer Networks,ipv6
MSRIT,5,Computer Networks,icmp
MSRIT,5,Computer Networks,rout algorithm
MSRIT,5,Computer Networks,distance vector rout
MSRIT,5,Computer Networks,link state routing
MSRIT,5,Computer Networks,multicast distance vector
MSRIT,5,Computer Networks,transport layer protocol
MSRIT,5,Computer Networks,simple protocol
MSRIT,5,Computer Networks,stop - and - wait protocol
MSRIT,5,Computer Networks,go - back - n protocol
MSRIT,5,Computer Networks,selective - repeat protocol
MSRIT,5,Computer Networks,piggyback
MSRIT,5,Computer Networks,udp
MSRIT,5,Computer Networks,tcp
MSRIT,5,Computer Networks,dns
MSRIT,5,Computer Networks,port number
MSRIT,5,Computer Networks,domain name system
MSRIT,5,Theory of Computation,finite automata
MSRIT,5,Theory of Computation,deterministic finite automata
MSRIT,5,Theory of Computation,nondeterministic finite automata
MSRIT,5,Theory of Computation,finite automata with epsilon - transition
MSRIT,5,Theory of Computation,regular expression
MSRIT,5,Theory of Computation,equivalence and minimization of automata
MSRIT,5,Theory of Computation,context - free grammar
MSRIT,5,Theory of Computation,parse tree
MSRIT,5,Theory of Computation,pushdown automata
MSRIT,5,Theory of Computation,ture machine
MSRIT,5,Computer Networks,ns2
MSRIT,5,Operations Research,linear programming
MSRIT,5,Operations Research,simplex method
MSRIT,5,Operations Research,duality
MSRIT,5,Operations Research,game theory
MSRIT,5,Operations Research,project management
MSRIT,5,Operations Research,transportation problem
MSRIT,5,Operations Research,assignment problem
MSRIT,5,Mobile Application Development,swift
MSRIT,5,Mobile Application Development,xcode
MSRIT,5,Mobile Application Development,swift string
MSRIT,5,Mobile Application Development,interface builder
MSRIT,5,Mobile Application Development,swift programming
MSRIT,5,Mobile Application Development,uikit
MSRIT,5,Mobile Application Development,auto layout
MSRIT,5,Mobile Application Development,swift fundamental
MSRIT,5,Mobile Application Development,swift datum collection
MSRIT,5,Mobile Application Development,swift language
MSRIT,5,Mobile Application Development,swift construct
MSRIT,5,Mobile Application Development,class
MSRIT,5,Mobile Application Development,structure
MSRIT,5,Mobile Application Development,enum
MSRIT,5,Mobile Application Development,segue
MSRIT,5,Mobile Application Development,navigation controller
MSRIT,5,Mobile Application Development,tab bar controller
MSRIT,5,Mobile Application Development,table view
MSRIT,5,Mobile Application Development,scroll view
MSRIT,5,Distributed Systems,distribute transaction
MSRIT,5,Distributed Systems,remote procedure call
MSRIT,5,Distributed Systems,synchronize physical clock
MSRIT,5,SOFTWARE DESIGN PATTERNS,design pattern
MSRIT,5,SOFTWARE DESIGN PATTERNS,open - closed principle
MSRIT,5,SOFTWARE DESIGN PATTERNS,uml
MSRIT,5,SOFTWARE DESIGN PATTERNS,facade pattern
MSRIT,5,SOFTWARE DESIGN PATTERNS,adapter pattern
MSRIT,5,SOFTWARE DESIGN PATTERNS,strategy pattern
MSRIT,5,SOFTWARE DESIGN PATTERNS,bridge pattern
MSRIT,5,SOFTWARE DESIGN PATTERNS,abstract factory pattern
MSRIT,5,SOFTWARE DESIGN PATTERNS,observer pattern
MSRIT,5,SOFTWARE DESIGN PATTERNS,template method pattern
MSRIT,5,SOFTWARE DESIGN PATTERNS,singleton pattern
MSRIT,5,SOFTWARE DESIGN PATTERNS,factory method pattern
MSRIT,5,NoSQL Databases,nosql database
MSRIT,5,NoSQL Databases,key value database
MSRIT,5,NoSQL Databases,document database
MSRIT,5,NoSQL Databases,column family database
MSRIT,5,NoSQL Databases,graph database
MSRIT,5,Frontend Development Using React JS,jsx
MSRIT,5,Frontend Development Using React JS,react component
MSRIT,5,Frontend Development Using React JS,event handle in react
MSRIT,5,Frontend Development Using React JS,react devtool
MSRIT,5,Frontend Development Using React JS,react rout
MSRIT,5,Frontend Development Using React JS,css module
MSRIT,5,Frontend Development Using React JS,hooks in react
MSRIT,6,Machine Learning,supervised learning
MSRIT,6,Machine Learning,cluster
MSRIT,6,Machine Learning,validation method
MSRIT,6,Machine Learning Lab,scikit - learn
MSRIT,6,Machine Learning Lab,confusion matrix
MSRIT,6,Machine Learning Lab,roc & auc curve
MSRIT,6,Machine Learning Lab,auc
MSRIT,6,Machine Learning Lab,decision tree
MSRIT,6,Machine Learning Lab,knn
MSRIT,6,Machine Learning Lab,naive baye classifier
MSRIT,6,Machine Learning Lab,k - mean model
MSRIT,6,Machine Learning Lab,hierarchical clustering
MSRIT,6,Machine Learning Lab,dbscan
MSRIT,6,DevOps,project planning
MSRIT,6,DevOps,clean code structure
MSRIT,6,DevOps,git operation
MSRIT,6,DevOps,github collaboration
MSRIT,6,DevOps,kanban board
MSRIT,6,DevOps,dashboard creation
MSRIT,6,DevOps,jenkins configuration
MSRIT,6,DevOps,azure pipeline
MSRIT,6,DevOps,ansible configuration
MSRIT,6,DevOps,dockerfile creation
MSRIT,6,DevOps,kubernete deployment
